date,store,product,category,sales_units,xgb_predicted,rf_predicted,xgb_error,rf_error
2023-12-18,Store_Bangalore,Namkeen 250g,Snacks,58,73,75,15,17
2023-12-19,Store_Bangalore,Namkeen 250g,Snacks,95,69,74,26,21
2023-12-20,Store_Bangalore,Namkeen 250g,Snacks,86,69,73,17,13
2023-12-21,Store_Bangalore,Namkeen 250g,Snacks,23,65,71,42,48
2023-12-22,Store_Bangalore,Namkeen 250g,Snacks,35,77,75,42,40
2023-12-23,Store_Bangalore,Namkeen 250g,Snacks,113,110,91,3,22
2023-12-24,Store_Bangalore,Namkeen 250g,Snacks,84,95,91,11,7
2023-12-25,Store_Bangalore,Namkeen 250g,Snacks,84,70,74,14,10
2023-12-26,Store_Bangalore,Namkeen 250g,Snacks,14,69,74,55,60
2023-12-27,Store_Bangalore,Namkeen 250g,Snacks,32,69,69,37,37
2023-12-28,Store_Bangalore,Namkeen 250g,Snacks,75,74,63,1,12
2023-12-29,Store_Bangalore,Namkeen 250g,Snacks,26,67,64,41,38
2023-12-30,Store_Bangalore,Namkeen 250g,Snacks,42,85,85,43,43
2023-12-31,Store_Bangalore,Namkeen 250g,Snacks,31,96,84,65,53
2024-01-01,Store_Bangalore,Namkeen 250g,Snacks,74,58,57,16,17
2023-10-02,Store_Bangalore,Orange Juice 1L,Beverages,25,49,48,24,23
2023-10-03,Store_Bangalore,Orange Juice 1L,Beverages,60,52,48,8,12
2023-10-04,Store_Bangalore,Orange Juice 1L,Beverages,46,50,48,4,2
2023-10-05,Store_Bangalore,Orange Juice 1L,Beverages,81,47,48,34,33
2023-10-06,Store_Bangalore,Orange Juice 1L,Beverages,62,48,48,14,14
2023-10-07,Store_Bangalore,Orange Juice 1L,Beverages,75,63,61,12,14
2023-10-08,Store_Bangalore,Orange Juice 1L,Beverages,111,62,62,49,49
2023-10-09,Store_Bangalore,Orange Juice 1L,Beverages,31,48,47,17,16
2023-10-10,Store_Bangalore,Orange Juice 1L,Beverages,50,49,47,1,3
2023-10-11,Store_Bangalore,Orange Juice 1L,Beverages,87,47,47,40,40
2023-10-12,Store_Bangalore,Orange Juice 1L,Beverages,22,50,47,28,25
2023-10-13,Store_Bangalore,Orange Juice 1L,Beverages,67,47,47,20,20
2023-10-14,Store_Bangalore,Orange Juice 1L,Beverages,96,62,63,34,33
2023-10-15,Store_Bangalore,Orange Juice 1L,Beverages,40,62,63,22,23
2023-10-16,Store_Bangalore,Orange Juice 1L,Beverages,56,49,48,7,8
2023-10-17,Store_Bangalore,Orange Juice 1L,Beverages,52,48,48,4,4
2023-10-18,Store_Bangalore,Orange Juice 1L,Beverages,81,48,47,33,34
2023-10-19,Store_Bangalore,Orange Juice 1L,Beverages,82,48,50,34,32
2023-10-20,Store_Bangalore,Orange Juice 1L,Beverages,91,50,50,41,41
2023-10-21,Store_Bangalore,Orange Juice 1L,Beverages,56,62,63,6,7
2023-10-22,Store_Bangalore,Orange Juice 1L,Beverages,29,62,62,33,33
2023-10-23,Store_Bangalore,Orange Juice 1L,Beverages,72,50,48,22,24
2023-10-24,Store_Bangalore,Orange Juice 1L,Beverages,79,48,48,31,31
2023-10-25,Store_Bangalore,Orange Juice 1L,Beverages,51,47,49,4,2
2023-10-26,Store_Bangalore,Orange Juice 1L,Beverages,19,50,48,31,29
2023-10-27,Store_Bangalore,Orange Juice 1L,Beverages,80,49,49,31,31
2023-10-28,Store_Bangalore,Orange Juice 1L,Beverages,72,68,62,4,10
2023-10-29,Store_Bangalore,Orange Juice 1L,Beverages,41,65,63,24,22
2023-10-30,Store_Bangalore,Orange Juice 1L,Beverages,12,50,48,38,36
2023-10-31,Store_Bangalore,Orange Juice 1L,Beverages,59,51,49,8,10
2023-11-01,Store_Bangalore,Orange Juice 1L,Beverages,63,54,51,9,12
2023-11-02,Store_Bangalore,Orange Juice 1L,Beverages,108,55,50,53,58
2023-11-03,Store_Bangalore,Orange Juice 1L,Beverages,31,56,51,25,20
2023-11-04,Store_Bangalore,Orange Juice 1L,Beverages,60,68,63,8,3
2023-11-05,Store_Bangalore,Orange Juice 1L,Beverages,96,65,62,31,34
2023-11-06,Store_Bangalore,Orange Juice 1L,Beverages,38,55,51,17,13
2023-11-07,Store_Bangalore,Orange Juice 1L,Beverages,62,54,51,8,11
2023-11-08,Store_Bangalore,Orange Juice 1L,Beverages,100,52,50,48,50
2023-11-09,Store_Bangalore,Orange Juice 1L,Beverages,69,55,51,14,18
2023-11-10,Store_Bangalore,Orange Juice 1L,Beverages,53,54,51,1,2
2023-11-11,Store_Bangalore,Orange Juice 1L,Beverages,62,67,65,5,3
2023-11-12,Store_Bangalore,Orange Juice 1L,Beverages,85,68,60,17,25
2023-11-13,Store_Bangalore,Orange Juice 1L,Beverages,19,60,56,41,37
2023-11-14,Store_Bangalore,Orange Juice 1L,Beverages,8,53,50,45,42
2023-11-15,Store_Bangalore,Orange Juice 1L,Beverages,115,57,52,58,63
2023-11-16,Store_Bangalore,Orange Juice 1L,Beverages,98,58,54,40,44
2023-11-17,Store_Bangalore,Orange Juice 1L,Beverages,71,61,62,10,9
2023-11-18,Store_Bangalore,Orange Juice 1L,Beverages,109,77,78,32,31
2023-11-19,Store_Bangalore,Orange Juice 1L,Beverages,59,78,79,19,20
2023-11-20,Store_Bangalore,Orange Juice 1L,Beverages,20,57,59,37,39
2023-11-21,Store_Bangalore,Orange Juice 1L,Beverages,19,59,57,40,38
2023-11-22,Store_Bangalore,Orange Juice 1L,Beverages,57,59,56,2,1
2023-11-23,Store_Bangalore,Orange Juice 1L,Beverages,36,57,55,21,19
2023-11-24,Store_Bangalore,Orange Juice 1L,Beverages,108,55,53,53,55
2023-11-25,Store_Bangalore,Orange Juice 1L,Beverages,24,78,72,54,48
2023-11-26,Store_Bangalore,Orange Juice 1L,Beverages,64,77,73,13,9
2023-11-27,Store_Bangalore,Orange Juice 1L,Beverages,89,59,57,30,32
2023-11-28,Store_Bangalore,Orange Juice 1L,Beverages,55,61,55,6,0
2023-11-29,Store_Bangalore,Orange Juice 1L,Beverages,12,62,59,50,47
2023-11-30,Store_Bangalore,Orange Juice 1L,Beverages,70,57,55,13,15
2023-12-01,Store_Bangalore,Orange Juice 1L,Beverages,31,54,55,23,24
2023-12-02,Store_Bangalore,Orange Juice 1L,Beverages,60,66,66,6,6
2023-12-03,Store_Bangalore,Orange Juice 1L,Beverages,35,65,63,30,28
2023-12-04,Store_Bangalore,Orange Juice 1L,Beverages,49,51,51,2,2
2023-12-05,Store_Bangalore,Orange Juice 1L,Beverages,53,51,51,2,2
2023-12-06,Store_Bangalore,Orange Juice 1L,Beverages,81,53,50,28,31
2023-12-07,Store_Bangalore,Orange Juice 1L,Beverages,102,53,50,49,52
2023-12-08,Store_Bangalore,Orange Juice 1L,Beverages,15,55,51,40,36
2023-12-09,Store_Bangalore,Orange Juice 1L,Beverages,42,68,66,26,24
2023-12-10,Store_Bangalore,Orange Juice 1L,Beverages,31,64,63,33,32
2023-12-11,Store_Bangalore,Orange Juice 1L,Beverages,39,51,50,12,11
2023-12-12,Store_Bangalore,Orange Juice 1L,Beverages,79,49,50,30,29
2023-12-13,Store_Bangalore,Orange Juice 1L,Beverages,90,50,49,40,41
2023-12-14,Store_Bangalore,Orange Juice 1L,Beverages,82,49,51,33,31
2023-12-15,Store_Bangalore,Orange Juice 1L,Beverages,85,52,50,33,35
2023-12-16,Store_Bangalore,Orange Juice 1L,Beverages,92,63,63,29,29
2023-12-17,Store_Bangalore,Orange Juice 1L,Beverages,94,64,65,30,29
2023-12-18,Store_Bangalore,Orange Juice 1L,Beverages,39,49,51,10,12
2023-12-19,Store_Bangalore,Orange Juice 1L,Beverages,64,50,54,14,10
2023-12-20,Store_Bangalore,Orange Juice 1L,Beverages,74,50,55,24,19
2023-12-21,Store_Bangalore,Orange Juice 1L,Beverages,26,53,54,27,28
2023-12-22,Store_Bangalore,Orange Juice 1L,Beverages,23,51,51,28,28
2023-12-23,Store_Bangalore,Orange Juice 1L,Beverages,66,65,63,1,3
2023-12-24,Store_Bangalore,Orange Juice 1L,Beverages,97,69,63,28,34
2023-12-25,Store_Bangalore,Orange Juice 1L,Beverages,58,54,52,4,6
2023-12-26,Store_Bangalore,Orange Juice 1L,Beverages,20,48,50,28,30
2023-12-27,Store_Bangalore,Orange Juice 1L,Beverages,41,54,52,13,11
2023-12-28,Store_Bangalore,Orange Juice 1L,Beverages,30,55,51,25,21
2023-12-29,Store_Bangalore,Orange Juice 1L,Beverages,43,52,52,9,9
2023-12-30,Store_Bangalore,Orange Juice 1L,Beverages,26,64,62,38,36
2023-12-31,Store_Bangalore,Orange Juice 1L,Beverages,106,64,61,42,45
2024-01-01,Store_Bangalore,Orange Juice 1L,Beverages,69,46,47,23,22
2023-10-02,Store_Bangalore,Paneer 200g,Dairy,25,48,47,23,22
2023-10-03,Store_Bangalore,Paneer 200g,Dairy,28,46,47,18,19
2023-10-04,Store_Bangalore,Paneer 200g,Dairy,19,50,47,31,28
2023-10-05,Store_Bangalore,Paneer 200g,Dairy,61,49,47,12,14
2023-10-06,Store_Bangalore,Paneer 200g,Dairy,87,50,47,37,40
2023-10-07,Store_Bangalore,Paneer 200g,Dairy,106,64,61,42,45
2023-10-08,Store_Bangalore,Paneer 200g,Dairy,97,60,61,37,36
2023-10-09,Store_Bangalore,Paneer 200g,Dairy,59,47,47,12,12
2023-10-10,Store_Bangalore,Paneer 200g,Dairy,7,47,47,40,40
2023-10-11,Store_Bangalore,Paneer 200g,Dairy,21,46,47,25,26
2023-10-12,Store_Bangalore,Paneer 200g,Dairy,40,45,47,5,7
2023-10-13,Store_Bangalore,Paneer 200g,Dairy,57,47,47,10,10
2023-10-14,Store_Bangalore,Paneer 200g,Dairy,83,62,61,21,22
2023-10-15,Store_Bangalore,Paneer 200g,Dairy,31,66,62,35,31
2023-10-16,Store_Bangalore,Paneer 200g,Dairy,44,48,47,4,3
2023-10-17,Store_Bangalore,Paneer 200g,Dairy,73,48,47,25,26
2023-10-18,Store_Bangalore,Paneer 200g,Dairy,44,47,47,3,3
2023-10-19,Store_Bangalore,Paneer 200g,Dairy,54,46,47,8,7
2023-10-20,Store_Bangalore,Paneer 200g,Dairy,50,47,47,3,3
2023-10-21,Store_Bangalore,Paneer 200g,Dairy,67,62,62,5,5
2023-10-22,Store_Bangalore,Paneer 200g,Dairy,80,62,61,18,19
2023-10-23,Store_Bangalore,Paneer 200g,Dairy,7,46,46,39,39
2023-10-24,Store_Bangalore,Paneer 200g,Dairy,60,48,47,12,13
2023-10-25,Store_Bangalore,Paneer 200g,Dairy,17,48,47,31,30
2023-10-26,Store_Bangalore,Paneer 200g,Dairy,7,47,47,40,40
2023-10-27,Store_Bangalore,Paneer 200g,Dairy,19,48,47,29,28
2023-10-28,Store_Bangalore,Paneer 200g,Dairy,72,63,61,9,11
2023-10-29,Store_Bangalore,Paneer 200g,Dairy,85,65,63,20,22
2023-10-30,Store_Bangalore,Paneer 200g,Dairy,56,46,47,10,9
2023-10-31,Store_Bangalore,Paneer 200g,Dairy,82,48,47,34,35
2023-11-01,Store_Bangalore,Paneer 200g,Dairy,69,48,47,21,22
2023-11-02,Store_Bangalore,Paneer 200g,Dairy,51,46,46,5,5
2023-11-03,Store_Bangalore,Paneer 200g,Dairy,37,46,47,9,10
2023-11-04,Store_Bangalore,Paneer 200g,Dairy,97,63,62,34,35
2023-11-05,Store_Bangalore,Paneer 200g,Dairy,40,62,62,22,22
2023-11-06,Store_Bangalore,Paneer 200g,Dairy,27,49,47,22,20
2023-11-07,Store_Bangalore,Paneer 200g,Dairy,13,49,47,36,34
2023-11-08,Store_Bangalore,Paneer 200g,Dairy,78,48,46,30,32
2023-11-09,Store_Bangalore,Paneer 200g,Dairy,70,46,46,24,24
2023-11-10,Store_Bangalore,Paneer 200g,Dairy,78,47,46,31,32
2023-11-11,Store_Bangalore,Paneer 200g,Dairy,106,62,62,44,44
2023-11-12,Store_Bangalore,Paneer 200g,Dairy,51,65,65,14,14
2023-11-13,Store_Bangalore,Paneer 200g,Dairy,22,48,47,26,25
2023-11-14,Store_Bangalore,Paneer 200g,Dairy,74,47,46,27,28
2023-11-15,Store_Bangalore,Paneer 200g,Dairy,41,46,46,5,5
2023-11-16,Store_Bangalore,Paneer 200g,Dairy,33,47,46,14,13
2023-11-17,Store_Bangalore,Paneer 200g,Dairy,53,46,46,7,7
2023-11-18,Store_Bangalore,Paneer 200g,Dairy,11,65,63,54,52
2023-11-19,Store_Bangalore,Paneer 200g,Dairy,27,63,62,36,35
2023-11-20,Store_Bangalore,Paneer 200g,Dairy,56,47,46,9,10
2023-11-21,Store_Bangalore,Paneer 200g,Dairy,28,47,46,19,18
2023-11-22,Store_Bangalore,Paneer 200g,Dairy,14,46,46,32,32
2023-11-23,Store_Bangalore,Paneer 200g,Dairy,91,45,46,46,45
2023-11-24,Store_Bangalore,Paneer 200g,Dairy,66,46,46,20,20
2023-11-25,Store_Bangalore,Paneer 200g,Dairy,43,64,61,21,18
2023-11-26,Store_Bangalore,Paneer 200g,Dairy,103,62,62,41,41
2023-11-27,Store_Bangalore,Paneer 200g,Dairy,31,47,46,16,15
2023-11-28,Store_Bangalore,Paneer 200g,Dairy,9,47,46,38,37
2023-11-29,Store_Bangalore,Paneer 200g,Dairy,30,46,46,16,16
2023-11-30,Store_Bangalore,Paneer 200g,Dairy,59,47,47,12,12
2023-12-01,Store_Bangalore,Paneer 200g,Dairy,78,47,47,31,31
2023-12-02,Store_Bangalore,Paneer 200g,Dairy,26,67,70,41,44
2023-12-03,Store_Bangalore,Paneer 200g,Dairy,107,63,64,44,43
2023-12-04,Store_Bangalore,Paneer 200g,Dairy,96,48,47,48,49
2023-12-05,Store_Bangalore,Paneer 200g,Dairy,21,46,49,25,28
2023-12-06,Store_Bangalore,Paneer 200g,Dairy,36,49,49,13,13
2023-12-07,Store_Bangalore,Paneer 200g,Dairy,14,48,50,34,36
2023-12-08,Store_Bangalore,Paneer 200g,Dairy,60,48,47,12,13
2023-12-09,Store_Bangalore,Paneer 200g,Dairy,29,63,65,34,36
2023-12-10,Store_Bangalore,Paneer 200g,Dairy,76,60,64,16,12
2023-12-11,Store_Bangalore,Paneer 200g,Dairy,66,48,47,18,19
2023-12-12,Store_Bangalore,Paneer 200g,Dairy,71,47,47,24,24
2023-12-13,Store_Bangalore,Paneer 200g,Dairy,44,47,46,3,2
2023-12-14,Store_Bangalore,Paneer 200g,Dairy,32,46,46,14,14
2023-12-15,Store_Bangalore,Paneer 200g,Dairy,38,46,46,8,8
2023-12-16,Store_Bangalore,Paneer 200g,Dairy,27,62,61,35,34
2023-12-17,Store_Bangalore,Paneer 200g,Dairy,38,62,61,24,23
2023-12-18,Store_Bangalore,Paneer 200g,Dairy,66,45,46,21,20
2023-12-19,Store_Bangalore,Paneer 200g,Dairy,32,46,45,14,13
2023-12-20,Store_Bangalore,Paneer 200g,Dairy,101,43,45,58,56
2023-12-21,Store_Bangalore,Paneer 200g,Dairy,36,45,46,9,10
2023-12-22,Store_Bangalore,Paneer 200g,Dairy,76,44,46,32,30
2023-12-23,Store_Bangalore,Paneer 200g,Dairy,69,61,62,8,7
2023-12-24,Store_Bangalore,Paneer 200g,Dairy,53,61,63,8,10
2023-12-25,Store_Bangalore,Paneer 200g,Dairy,17,45,46,28,29
2023-12-26,Store_Bangalore,Paneer 200g,Dairy,91,46,46,45,45
2023-12-27,Store_Bangalore,Paneer 200g,Dairy,77,49,46,28,31
2023-12-28,Store_Bangalore,Paneer 200g,Dairy,27,47,46,20,19
2023-12-29,Store_Bangalore,Paneer 200g,Dairy,96,46,46,50,50
2023-12-30,Store_Bangalore,Paneer 200g,Dairy,28,63,63,35,35
2023-12-31,Store_Bangalore,Paneer 200g,Dairy,32,62,63,30,31
2024-01-01,Store_Bangalore,Paneer 200g,Dairy,56,48,48,8,8
2023-10-02,Store_Bangalore,Popcorn 150g,Snacks,72,65,54,7,18
2023-10-03,Store_Bangalore,Popcorn 150g,Snacks,48,62,56,14,8
2023-10-04,Store_Bangalore,Popcorn 150g,Snacks,47,68,59,21,12
2023-10-05,Store_Bangalore,Popcorn 150g,Snacks,122,67,60,55,62
2023-10-06,Store_Bangalore,Popcorn 150g,Snacks,63,68,61,5,2
2023-10-07,Store_Bangalore,Popcorn 150g,Snacks,32,88,75,56,43
2023-10-08,Store_Bangalore,Popcorn 150g,Snacks,141,85,71,56,70
2023-10-09,Store_Bangalore,Popcorn 150g,Snacks,58,68,65,10,7
2023-10-10,Store_Bangalore,Popcorn 150g,Snacks,105,69,65,36,40
2023-10-11,Store_Bangalore,Popcorn 150g,Snacks,126,70,66,56,60
2023-10-12,Store_Bangalore,Popcorn 150g,Snacks,64,71,70,7,6
2023-10-13,Store_Bangalore,Popcorn 150g,Snacks,77,68,70,9,7
2023-10-14,Store_Bangalore,Popcorn 150g,Snacks,88,90,91,2,3
2023-10-15,Store_Bangalore,Popcorn 150g,Snacks,46,87,86,41,40
2023-10-16,Store_Bangalore,Popcorn 150g,Snacks,35,70,72,35,37
2023-10-17,Store_Bangalore,Popcorn 150g,Snacks,38,72,69,34,31
2023-10-18,Store_Bangalore,Popcorn 150g,Snacks,139,65,64,74,75
2023-10-19,Store_Bangalore,Popcorn 150g,Snacks,38,70,74,32,36
2023-10-20,Store_Bangalore,Popcorn 150g,Snacks,86,64,67,22,19
2023-10-21,Store_Bangalore,Popcorn 150g,Snacks,137,87,91,50,46
2023-10-22,Store_Bangalore,Popcorn 150g,Snacks,57,85,86,28,29
2023-10-23,Store_Bangalore,Popcorn 150g,Snacks,36,68,73,32,37
2023-10-24,Store_Bangalore,Popcorn 150g,Snacks,138,66,72,72,66
2023-10-25,Store_Bangalore,Popcorn 150g,Snacks,52,70,75,18,23
2023-10-26,Store_Bangalore,Popcorn 150g,Snacks,44,68,71,24,27
2023-10-27,Store_Bangalore,Popcorn 150g,Snacks,123,67,71,56,52
2023-10-28,Store_Bangalore,Popcorn 150g,Snacks,47,92,96,45,49
2023-10-29,Store_Bangalore,Popcorn 150g,Snacks,25,93,98,68,73
2023-10-30,Store_Bangalore,Popcorn 150g,Snacks,86,73,72,13,14
2023-10-31,Store_Bangalore,Popcorn 150g,Snacks,89,75,72,14,17
2023-11-01,Store_Bangalore,Popcorn 150g,Snacks,93,69,63,24,30
2023-11-02,Store_Bangalore,Popcorn 150g,Snacks,57,75,74,18,17
2023-11-03,Store_Bangalore,Popcorn 150g,Snacks,84,76,74,8,10
2023-11-04,Store_Bangalore,Popcorn 150g,Snacks,101,94,84,7,17
2023-11-05,Store_Bangalore,Popcorn 150g,Snacks,45,94,90,49,45
2023-11-06,Store_Bangalore,Popcorn 150g,Snacks,38,76,72,38,34
2023-11-07,Store_Bangalore,Popcorn 150g,Snacks,107,80,77,27,30
2023-11-08,Store_Bangalore,Popcorn 150g,Snacks,66,77,71,11,5
2023-11-09,Store_Bangalore,Popcorn 150g,Snacks,106,83,75,23,31
2023-11-10,Store_Bangalore,Popcorn 150g,Snacks,87,86,76,1,11
2023-11-11,Store_Bangalore,Popcorn 150g,Snacks,141,97,86,44,55
2023-11-12,Store_Bangalore,Popcorn 150g,Snacks,85,101,94,16,9
2023-11-13,Store_Bangalore,Popcorn 150g,Snacks,71,79,76,8,5
2023-11-14,Store_Bangalore,Popcorn 150g,Snacks,68,74,74,6,6
2023-11-15,Store_Bangalore,Popcorn 150g,Snacks,76,81,76,5,0
2023-11-16,Store_Bangalore,Popcorn 150g,Snacks,63,80,76,17,13
2023-11-17,Store_Bangalore,Popcorn 150g,Snacks,92,81,76,11,16
2023-11-18,Store_Bangalore,Popcorn 150g,Snacks,128,91,85,37,43
2023-11-19,Store_Bangalore,Popcorn 150g,Snacks,130,94,93,36,37
2023-11-20,Store_Bangalore,Popcorn 150g,Snacks,138,80,77,58,61
2023-11-21,Store_Bangalore,Popcorn 150g,Snacks,72,76,75,4,3
2023-11-22,Store_Bangalore,Popcorn 150g,Snacks,141,74,75,67,66
2023-11-23,Store_Bangalore,Popcorn 150g,Snacks,64,82,77,18,13
2023-11-24,Store_Bangalore,Popcorn 150g,Snacks,32,79,74,47,42
2023-11-25,Store_Bangalore,Popcorn 150g,Snacks,121,94,92,27,29
2023-11-26,Store_Bangalore,Popcorn 150g,Snacks,140,94,87,46,53
2023-11-27,Store_Bangalore,Popcorn 150g,Snacks,108,65,72,43,36
2023-11-28,Store_Bangalore,Popcorn 150g,Snacks,90,70,73,20,17
2023-11-29,Store_Bangalore,Popcorn 150g,Snacks,69,66,70,3,1
2023-11-30,Store_Bangalore,Popcorn 150g,Snacks,54,70,72,16,18
2023-12-01,Store_Bangalore,Popcorn 150g,Snacks,77,68,72,9,5
2023-12-02,Store_Bangalore,Popcorn 150g,Snacks,41,89,72,48,31
2023-12-03,Store_Bangalore,Popcorn 150g,Snacks,141,78,75,63,66
2023-12-04,Store_Bangalore,Popcorn 150g,Snacks,96,64,74,32,22
2023-12-05,Store_Bangalore,Popcorn 150g,Snacks,69,67,74,2,5
2023-12-06,Store_Bangalore,Popcorn 150g,Snacks,16,70,74,54,58
2023-12-07,Store_Bangalore,Popcorn 150g,Snacks,42,74,73,32,31
2023-12-08,Store_Bangalore,Popcorn 150g,Snacks,111,76,75,35,36
2023-12-09,Store_Bangalore,Popcorn 150g,Snacks,131,94,91,37,40
2023-12-10,Store_Bangalore,Popcorn 150g,Snacks,63,90,97,27,34
2023-12-11,Store_Bangalore,Popcorn 150g,Snacks,75,77,75,2,0
2023-12-12,Store_Bangalore,Popcorn 150g,Snacks,61,72,74,11,13
2023-12-13,Store_Bangalore,Popcorn 150g,Snacks,76,72,71,4,5
2023-12-14,Store_Bangalore,Popcorn 150g,Snacks,92,66,71,26,21
2023-12-15,Store_Bangalore,Popcorn 150g,Snacks,59,71,73,12,14
2023-12-16,Store_Bangalore,Popcorn 150g,Snacks,128,92,92,36,36
2023-12-17,Store_Bangalore,Popcorn 150g,Snacks,110,96,94,14,16
2023-12-18,Store_Bangalore,Popcorn 150g,Snacks,103,75,74,28,29
2023-12-19,Store_Bangalore,Popcorn 150g,Snacks,56,72,74,16,18
2023-12-20,Store_Bangalore,Popcorn 150g,Snacks,106,71,74,35,32
2023-12-21,Store_Bangalore,Popcorn 150g,Snacks,135,70,75,65,60
2023-12-22,Store_Bangalore,Popcorn 150g,Snacks,40,72,75,32,35
2023-12-23,Store_Bangalore,Popcorn 150g,Snacks,141,78,84,63,57
2023-12-24,Store_Bangalore,Popcorn 150g,Snacks,82,88,86,6,4
2023-12-25,Store_Bangalore,Popcorn 150g,Snacks,137,70,74,67,63
2023-12-26,Store_Bangalore,Popcorn 150g,Snacks,77,67,73,10,4
2023-12-27,Store_Bangalore,Popcorn 150g,Snacks,75,69,72,6,3
2023-12-28,Store_Bangalore,Popcorn 150g,Snacks,96,62,73,34,23
2023-12-29,Store_Bangalore,Popcorn 150g,Snacks,31,69,73,38,42
2023-12-30,Store_Bangalore,Popcorn 150g,Snacks,106,86,91,20,15
2023-12-31,Store_Bangalore,Popcorn 150g,Snacks,90,82,92,8,2
2024-01-01,Store_Bangalore,Popcorn 150g,Snacks,7,43,50,36,43
2023-10-02,Store_Bangalore,Rice 5kg,Groceries,7,52,53,45,46
2023-10-03,Store_Bangalore,Rice 5kg,Groceries,51,48,53,3,2
2023-10-04,Store_Bangalore,Rice 5kg,Groceries,28,53,53,25,25
2023-10-05,Store_Bangalore,Rice 5kg,Groceries,70,53,53,17,17
2023-10-06,Store_Bangalore,Rice 5kg,Groceries,118,52,52,66,66
2023-10-07,Store_Bangalore,Rice 5kg,Groceries,111,70,70,41,41
2023-10-08,Store_Bangalore,Rice 5kg,Groceries,62,87,75,25,13
2023-10-09,Store_Bangalore,Rice 5kg,Groceries,80,50,53,30,27
2023-10-10,Store_Bangalore,Rice 5kg,Groceries,105,59,55,46,50
2023-10-11,Store_Bangalore,Rice 5kg,Groceries,47,57,59,10,12
2023-10-12,Store_Bangalore,Rice 5kg,Groceries,56,58,58,2,2
2023-10-13,Store_Bangalore,Rice 5kg,Groceries,50,55,58,5,8
2023-10-14,Store_Bangalore,Rice 5kg,Groceries,63,73,72,10,9
2023-10-15,Store_Bangalore,Rice 5kg,Groceries,113,74,73,39,40
2023-10-16,Store_Bangalore,Rice 5kg,Groceries,73,56,62,17,11
2023-10-17,Store_Bangalore,Rice 5kg,Groceries,28,62,58,34,30
2023-10-18,Store_Bangalore,Rice 5kg,Groceries,15,61,59,46,44
2023-10-19,Store_Bangalore,Rice 5kg,Groceries,15,60,57,45,42
2023-10-20,Store_Bangalore,Rice 5kg,Groceries,60,63,59,3,1
2023-10-21,Store_Bangalore,Rice 5kg,Groceries,37,75,71,38,34
2023-10-22,Store_Bangalore,Rice 5kg,Groceries,44,74,70,30,26
2023-10-23,Store_Bangalore,Rice 5kg,Groceries,36,52,50,16,14
2023-10-24,Store_Bangalore,Rice 5kg,Groceries,10,54,50,44,40
2023-10-25,Store_Bangalore,Rice 5kg,Groceries,66,52,49,14,17
2023-10-26,Store_Bangalore,Rice 5kg,Groceries,43,51,50,8,7
2023-10-27,Store_Bangalore,Rice 5kg,Groceries,23,54,50,31,27
2023-10-28,Store_Bangalore,Rice 5kg,Groceries,107,69,65,38,42
2023-10-29,Store_Bangalore,Rice 5kg,Groceries,61,72,67,11,6
2023-10-30,Store_Bangalore,Rice 5kg,Groceries,84,52,50,32,34
2023-10-31,Store_Bangalore,Rice 5kg,Groceries,50,53,50,3,0
2023-11-01,Store_Bangalore,Rice 5kg,Groceries,19,55,50,36,31
2023-11-02,Store_Bangalore,Rice 5kg,Groceries,17,54,50,37,33
2023-11-03,Store_Bangalore,Rice 5kg,Groceries,98,52,50,46,48
2023-11-04,Store_Bangalore,Rice 5kg,Groceries,97,74,68,23,29
2023-11-05,Store_Bangalore,Rice 5kg,Groceries,41,75,67,34,26
2023-11-06,Store_Bangalore,Rice 5kg,Groceries,141,55,51,86,90
2023-11-07,Store_Bangalore,Rice 5kg,Groceries,115,59,58,56,57
2023-11-08,Store_Bangalore,Rice 5kg,Groceries,50,63,63,13,13
2023-11-09,Store_Bangalore,Rice 5kg,Groceries,40,64,61,24,21
2023-11-10,Store_Bangalore,Rice 5kg,Groceries,18,62,63,44,45
2023-11-11,Store_Bangalore,Rice 5kg,Groceries,141,68,70,73,71
2023-11-12,Store_Bangalore,Rice 5kg,Groceries,33,75,80,42,47
2023-11-13,Store_Bangalore,Rice 5kg,Groceries,90,60,65,30,25
2023-11-14,Store_Bangalore,Rice 5kg,Groceries,77,63,60,14,17
2023-11-15,Store_Bangalore,Rice 5kg,Groceries,66,65,63,1,3
2023-11-16,Store_Bangalore,Rice 5kg,Groceries,123,68,66,55,57
2023-11-17,Store_Bangalore,Rice 5kg,Groceries,46,64,73,18,27
2023-11-18,Store_Bangalore,Rice 5kg,Groceries,129,75,83,54,46
2023-11-19,Store_Bangalore,Rice 5kg,Groceries,47,89,98,42,51
2023-11-20,Store_Bangalore,Rice 5kg,Groceries,59,66,74,7,15
2023-11-21,Store_Bangalore,Rice 5kg,Groceries,49,68,66,19,17
2023-11-22,Store_Bangalore,Rice 5kg,Groceries,26,68,66,42,40
2023-11-23,Store_Bangalore,Rice 5kg,Groceries,84,67,65,17,19
2023-11-24,Store_Bangalore,Rice 5kg,Groceries,68,73,64,5,4
2023-11-25,Store_Bangalore,Rice 5kg,Groceries,39,80,78,41,39
2023-11-26,Store_Bangalore,Rice 5kg,Groceries,141,86,84,55,57
2023-11-27,Store_Bangalore,Rice 5kg,Groceries,41,67,65,26,24
2023-11-28,Store_Bangalore,Rice 5kg,Groceries,104,65,63,39,41
2023-11-29,Store_Bangalore,Rice 5kg,Groceries,75,66,69,9,6
